Probability,Density,blocks_for_A1,blocks_for_A3,trajectory_length_A1,trajectory_length_A3,shortest_path_A1,shortest_path_A3,time_for_A1,time_for_A3
0.3,0.2535045583766297,51,68,289,320,211,203,0.006979942321777344,3.252937078475952
